"species"	"LON"	"LAT"	"ADM0_A3"	"climate"	"bioc1"	"bioc2"	"bioc3"	"bioc4"	"bioc5"	"bioc6"	"bioc7"	"bioc8"	"bioc9"	"bioc10"	"bioc11"	"bioc12"	"bioc13"	"bioc14"	"bioc15"	"bioc16"	"bioc17"	"bioc18"	"bioc19"
"Cucurbita_cordata"	-113.075	27.608333	"MEX"	"baseline"	18.79	16.58	54.68	530.6	35.38	5.06	30.33	25.71	19.6	25.71	12.75	242	55	0	82.42	127	4	127	71
"Cucurbita_cordata"	-113.095583	27.558583	"MEX"	"baseline"	19.53	16.31	55.81	493.67	35.49	6.26	29.23	26.07	19.97	26.07	13.99	212	50	0	83.03	110	3	110	63
"Cucurbita_cordata"	-113.096	27.559	"MEX"	"baseline"	19.53	16.31	55.81	493.67	35.49	6.26	29.23	26.07	19.97	26.07	13.99	212	50	0	83.03	110	3	110	63
"Cucurbita_cordata"	-113.191559	27.2762613	"MEX"	"baseline"	21.26	17.94	61.45	410.74	36.58	7.4	29.19	25.82	21.31	26.84	16.56	92	17	0	72.2	39	0	37	38
"Cucurbita_cordata"	-113.25	28.14	"MEX"	"baseline"	20.22	15.32	53.93	509.03	35.68	7.28	28.4	14.55	20.55	27.06	14.55	144	24	1	62.23	58	4	52	58
"Cucurbita_cordata"	-113.308333	27.491667	"MEX"	"baseline"	20.97	18.18	60.43	430.12	36.6	6.51	30.09	25.68	21.29	26.69	15.93	91	16	0	70.16	38	0	34	38
"Cucurbita_cordata"	-113.325	28.391667	"MEX"	"baseline"	19.35	13.82	49.92	533.35	34.26	6.58	27.68	13.3	20.04	26.38	13.3	159	25	0	60.89	63	4	58	63
"Cucurbita_cordata"	-113.325	28.791667	"MEX"	"baseline"	21.05	11.92	48.96	497.61	33.21	8.86	24.35	15.48	21.26	27.74	15.48	73	16	0	76.25	31	1	27	31
"Cucurbita_cordata"	-113.325	28.791667	"MEX"	"baseline"	21.05	11.92	48.96	497.61	33.21	8.86	24.35	15.48	21.26	27.74	15.48	73	16	0	76.25	31	1	27	31
"Cucurbita_cordata"	-113.408333	28.241667	"MEX"	"baseline"	19.96	15.46	54.68	498.96	35.35	7.08	28.27	14.39	20.19	26.68	14.39	143	24	0	62.41	62	4	47	62
"Cucurbita_cordata"	-113.408333	28.608333	"MEX"	"baseline"	21.68	14.19	52.21	521.23	35.36	8.19	27.17	15.65	22.34	28.46	15.65	89	19	0	68.24	40	2	28	40
"Cucurbita_cordata"	-113.408333	28.608333	"MEX"	"baseline"	21.68	14.19	52.21	521.23	35.36	8.19	27.17	15.65	22.34	28.46	15.65	89	19	0	68.24	40	2	28	40
"Cucurbita_cordata"	-113.416833	28.466806	"MEX"	"baseline"	19.38	13.27	49.27	527.95	33.54	6.6	26.94	13.24	20.39	26.19	13.24	134	24	0	60.38	57	4	43	57
"Cucurbita_cordata"	-113.417	28.467	"MEX"	"baseline"	19.38	13.27	49.27	527.95	33.54	6.6	26.94	13.24	20.39	26.19	13.24	134	24	0	60.38	57	4	43	57
"Cucurbita_cordata"	-113.425	28.475	"MEX"	"baseline"	19.38	13.27	49.27	527.95	33.54	6.6	26.94	13.24	20.39	26.19	13.24	134	24	0	60.38	57	4	43	57
"Cucurbita_cordata"	-113.425	28.475	"MEX"	"baseline"	19.38	13.27	49.27	527.95	33.54	6.6	26.94	13.24	20.39	26.19	13.24	134	24	0	60.38	57	4	43	57
"Cucurbita_cordata"	-113.4380353	27.424452	"MEX"	"baseline"	20.93	18.14	61.96	403.01	36.02	6.76	29.27	16.28	21.02	26.33	16.28	88	17	0	71.15	41	0	30	41
"Cucurbita_cordata"	-113.449889	28.666528	"MEX"	"baseline"	20.89	13.9	51.49	519.04	34.84	7.84	27	14.94	21.53	27.66	14.94	110	22	0	64.82	49	3	34	49
"Cucurbita_cordata"	-113.45	28.617	"MEX"	"baseline"	20.56	13.76	51.11	518.88	34.62	7.7	26.92	14.63	21.22	27.32	14.63	125	23	0	61.99	54	3	40	54
"Cucurbita_cordata"	-113.45	28.667	"MEX"	"baseline"	20.9	13.96	51.9	513.51	34.82	7.91	26.91	15.05	21.47	27.62	15.05	108	21	0	63.68	47	3	34	47
"Cucurbita_cordata"	-113.450111	28.616556	"MEX"	"baseline"	20.56	13.76	51.11	518.88	34.62	7.7	26.92	14.63	21.22	27.32	14.63	125	23	0	61.99	54	3	40	54
"Cucurbita_cordata"	-113.4654046	27.164634	"MEX"	"baseline"	20.92	17.11	62.34	388.59	35.82	8.36	27.45	16.7	20.6	26.23	16.7	99	18	0	70.23	46	0	34	46
"Cucurbita_cordata"	-113.4871398	28.7700513	"MEX"	"baseline"	20.42	14.03	51.23	523.34	34.72	7.33	27.4	14.47	21.02	27.32	14.47	117	22	0	61.47	50	3	37	50
"Cucurbita_cordata"	-113.508333	28.375	"MEX"	"baseline"	19.01	14.74	53.75	487.63	34.12	6.71	27.42	13.67	19.15	25.58	13.67	169	27	0	62.03	71	3	57	71
"Cucurbita_cordata"	-113.529604	28.819123	"MEX"	"baseline"	21.02	14.5	52.57	512.14	34.86	7.29	27.58	15.09	21.57	27.79	15.09	76	18	0	76.55	36	2	23	36
"Cucurbita_cordata"	-113.5625	28.9547	"MEX"	"baseline"	20.04	13.02	50.18	499.83	33.52	7.57	25.95	14.36	20.48	26.73	14.36	91	19	0	67.83	41	3	28	41
"Cucurbita_cordata"	-113.567	28.833	"MEX"	"baseline"	19.69	14.03	51.14	514.41	34.05	6.63	27.42	13.82	20.25	26.52	13.82	111	22	0	63.24	49	3	34	49
"Cucurbita_cordata"	-113.575	28.958333	"MEX"	"baseline"	20.04	13.02	50.18	499.83	33.52	7.57	25.95	14.36	20.48	26.73	14.36	91	19	0	67.83	41	3	28	41
"Cucurbita_cordata"	-113.575	28.958333	"MEX"	"baseline"	20.04	13.02	50.18	499.83	33.52	7.57	25.95	14.36	20.48	26.73	14.36	91	19	0	67.83	41	3	28	41
"Cucurbita_cordata"	-113.591667	28.091667	"MEX"	"baseline"	19.97	14.76	56.79	420.64	33.81	7.82	25.99	15.23	19.84	25.68	15.23	101	21	0	65.85	49	3	26	49
"Cucurbita_cordata"	-113.616667	28.758333	"MEX"	"baseline"	17.39	15.93	53.4	529.66	34.2	4.37	29.84	11.67	17.73	24.53	11.67	226	32	1	57.2	84	7	83	84
"Cucurbita_cordata"	-113.616667	28.758333	"MEX"	"baseline"	17.39	15.93	53.4	529.66	34.2	4.37	29.84	11.67	17.73	24.53	11.67	226	32	1	57.2	84	7	83	84
"Cucurbita_cordata"	-113.625	28.758333	"MEX"	"baseline"	17.39	15.93	53.4	529.66	34.2	4.37	29.84	11.67	17.73	24.53	11.67	226	32	1	57.2	84	7	83	84
"Cucurbita_cordata"	-113.625	28.758333	"MEX"	"baseline"	17.39	15.93	53.4	529.66	34.2	4.37	29.84	11.67	17.73	24.53	11.67	226	32	1	57.2	84	7	83	84
"Cucurbita_cordata"	-113.6345345	28.1474165	"MEX"	"baseline"	19.79	14.5	56.69	413.77	33.35	7.78	25.57	15.14	19.61	25.41	15.14	102	22	0	68.14	51	3	25	51
"Cucurbita_cordata"	-113.641667	28.725	"MEX"	"baseline"	18.26	15.81	54.89	499.92	34.18	5.37	28.81	12.79	18.54	25.03	12.79	172	28	0	59.01	73	5	52	73
"Cucurbita_cordata"	-113.708333	28.308333	"MEX"	"baseline"	18.84	14.08	55.57	425.88	32.48	7.14	25.34	14.19	18.61	24.7	14.19	128	25	0	66.13	62	4	32	62
"Cucurbita_cordata"	-113.708333	28.308333	"MEX"	"baseline"	18.84	14.08	55.57	425.88	32.48	7.14	25.34	14.19	18.61	24.7	14.19	128	25	0	66.13	62	4	32	62
"Cucurbita_cordata"	-113.725	28.341667	"MEX"	"baseline"	18.78	14.53	56.54	422.19	32.59	6.89	25.7	14.19	18.51	24.61	14.19	129	26	0	66.53	63	4	31	63
"Cucurbita_cordata"	-113.725	28.341667	"MEX"	"baseline"	18.78	14.53	56.54	422.19	32.59	6.89	25.7	14.19	18.51	24.61	14.19	129	26	0	66.53	63	4	31	63
"Cucurbita_cordata"	-113.7368987	26.9156916	"MEX"	"baseline"	21.26	15.31	62.32	330.4	34.53	9.96	24.57	17.86	20.49	25.7	17.82	71	16	0	76.87	40	0	15	27
"Cucurbita_cordata"	-113.74535	28.14986	"MEX"	"baseline"	19.72	14.72	57.35	400.41	32.86	7.19	25.67	15.1	19.61	25.11	15.1	87	21	0	73.12	46	2	18	46
"Cucurbita_cordata"	-113.75	28.516667	"MEX"	"baseline"	18.24	15.97	55.99	482.03	33.97	5.44	28.53	13	18.36	24.77	13	180	29	0	60.18	77	5	55	77
"Cucurbita_cordata"	-113.753451	28.744103	"MEX"	"baseline"	18.92	15.75	57.52	445.29	33.89	6.5	27.39	14.11	18.71	25.07	14.11	138	26	0	63.59	65	5	32	65
"Cucurbita_cordata"	-113.753451	28.744103	"MEX"	"baseline"	18.92	15.75	57.52	445.29	33.89	6.5	27.39	14.11	18.71	25.07	14.11	138	26	0	63.59	65	5	32	65
"Cucurbita_cordata"	-113.753451	28.744103	"MEX"	"baseline"	18.92	15.75	57.52	445.29	33.89	6.5	27.39	14.11	18.71	25.07	14.11	138	26	0	63.59	65	5	32	65
"Cucurbita_cordata"	-113.754115	28.74486	"MEX"	"baseline"	18.92	15.75	57.52	445.29	33.89	6.5	27.39	14.11	18.71	25.07	14.11	138	26	0	63.59	65	5	32	65
"Cucurbita_cordata"	-113.783	28.75	"MEX"	"baseline"	18.92	15.75	57.52	445.29	33.89	6.5	27.39	14.11	18.71	25.07	14.11	138	26	0	63.59	65	5	32	65
"Cucurbita_cordata"	-113.783139	28.749972	"MEX"	"baseline"	18.92	15.75	57.52	445.29	33.89	6.5	27.39	14.11	18.71	25.07	14.11	138	26	0	63.59	65	5	32	65
"Cucurbita_cordata"	-113.8	28.717	"MEX"	"baseline"	19.05	15.64	58.56	422.09	33.5	6.78	26.71	14.47	18.72	24.91	14.47	122	25	0	68.29	61	4	24	61
"Cucurbita_cordata"	-113.800028	28.716694	"MEX"	"baseline"	19.05	15.64	58.56	422.09	33.5	6.78	26.71	14.47	18.72	24.91	14.47	122	25	0	68.29	61	4	24	61
"Cucurbita_cordata"	-113.849944	29.183472	"MEX"	"baseline"	20.02	16.17	55.89	483.59	35.82	6.88	28.94	14.75	20.14	26.69	14.75	108	22	0	70.06	55	3	21	55
"Cucurbita_cordata"	-113.85	29.183	"MEX"	"baseline"	20.02	16.17	55.89	483.59	35.82	6.88	28.94	14.75	20.14	26.69	14.75	108	22	0	70.06	55	3	21	55
"Cucurbita_cordata"	-113.873446	28.0066751	"MEX"	"baseline"	19.86	16.6	60.06	386.02	33.46	5.81	27.64	15.34	19.83	25.02	15.34	78	21	0	79.9	43	1	15	43
"Cucurbita_cordata"	-113.874722	28.261111	"MEX"	"baseline"	19.01	14.66	59.7	354.47	30.88	6.33	24.56	14.85	18.75	23.79	14.85	84	21	0	74.05	45	3	15	45
"Cucurbita_cordata"	-114.023861	28.641697	"MEX"	"baseline"	18.54	15	64.14	323.09	30.7	7.32	23.38	15.13	17.71	23.08	15.13	105	25	0	82.41	61	3	13	61
"Cucurbita_cordata"	-114.0275069	27.8434911	"MEX"	"baseline"	19.86	13.14	55.57	364.94	31.57	7.93	23.64	15.65	19.71	24.76	15.65	70	19	0	82.04	40	1	12	40
"Cucurbita_cordata"	-114.042982	27.015153	"MEX"	"baseline"	18.91	12.24	62.04	254.68	29.47	9.73	19.73	16.34	18.04	22.36	16.28	68	15	0	71.03	35	0	13	25
"Cucurbita_cordata"	-114.043889	28.205	"MEX"	"baseline"	17.75	9.86	52.68	290.9	26.15	7.44	18.72	14.37	17.33	21.72	14.37	65	19	0	82.32	37	2	9	37
"Cucurbita_cordata"	-114.046389	28.643889	"MEX"	"baseline"	18.3	14.68	64.56	311.32	30.17	7.44	22.73	15.08	17.37	22.68	15.08	109	25	0	82.05	63	3	13	63
"Cucurbita_cordata"	-114.158333	27.141667	"MEX"	"baseline"	18.91	12.81	63.75	249.8	29.43	9.34	20.1	16.35	18.11	22.26	16.3	71	14	0	63.91	33	1	14	26
"Cucurbita_cordata"	-114.2	29.25	"MEX"	"baseline"	18.55	17.39	57.15	485.95	35.74	5.32	30.42	13.31	18.7	25.28	13.31	145	26	0	66.43	68	4	31	68
"Cucurbita_cordata"	-114.2	29.25	"MEX"	"baseline"	18.55	17.39	57.15	485.95	35.74	5.32	30.42	13.31	18.7	25.28	13.31	145	26	0	66.43	68	4	31	68
"Cucurbita_cordata"	-114.42	29.35	"MEX"	"baseline"	18.36	17.87	58.49	474.64	35.62	5.07	30.55	13.26	18.44	24.97	13.26	143	28	0	69.52	67	4	28	67
"Cucurbita_cordata"	-114.425	29.358333	"MEX"	"baseline"	18.36	17.87	58.49	474.64	35.62	5.07	30.55	13.26	18.44	24.97	13.26	143	28	0	69.52	67	4	28	67
"Cucurbita_cordata"	-115.0077914	30.5622903	"MEX"	"baseline"	19.45	17.33	51.47	633.25	37.88	4.21	33.67	27.53	21.18	27.53	12.09	111	19	0	61.02	48	3	48	35
"Cucurbita_cordata"	-115.5099536	32.3826172	"MEX"	"baseline"	21.29	14.97	48.28	631.57	37.7	6.69	31.02	13.99	22.9	29.32	13.99	119	22	1	61.44	57	7	24	57
"Cucurbita_cordata"	-115.95	31.666667	"MEX"	"baseline"	14.62	16.96	56.93	513.44	31.44	1.65	29.78	9.38	15.47	21.34	9	293	45	1	58.87	125	20	71	124
"Cucurbita_cordata"	-116.025	31.641667	"MEX"	"baseline"	14.2	16.53	55.7	520.63	30.9	1.23	29.67	8.95	15.09	21.04	8.48	304	48	1	62.38	136	20	67	133
"Cucurbita_cordata"	-116.44858	32.53875	"MEX"	"baseline"	15.36	15.24	50.46	579.11	32.49	2.28	30.2	9.54	19.82	23.1	9.07	365	64	2	73.42	183	21	39	170
"Cucurbita_digitata"	-112.04612	34.15749	"USA"	"baseline"	18.02	16.99	47.02	749.32	37.62	1.48	36.14	27.42	20.18	27.44	9.52	467	65	7	45.79	161	36	124	142
"Cucurbita_digitata"	-111.874898	33.754198	"USA"	"baseline"	19.6	16.76	46.02	770.67	39.02	2.61	36.42	11.76	22.2	29.2	10.71	411	51	6	45.5	137	30	95	136
