"species"	"LON"	"LAT"	"ADM0_A3"	"climate"	"bioc1"	"bioc2"	"bioc3"	"bioc4"	"bioc5"	"bioc6"	"bioc7"	"bioc8"	"bioc9"	"bioc10"	"bioc11"	"bioc12"	"bioc13"	"bioc14"	"bioc15"	"bioc16"	"bioc17"	"bioc18"	"bioc19"
"Cucurbita_palmata"	-115.3942	33.2203	"USA"	"baseline"	23.77	17.22	46.11	773.58	43.25	5.9	37.35	16.22	26.77	33.38	14.62	76	12	0	53.71	29	3	16	29
"Cucurbita_palmata"	-115.394243	35.048992	"USA"	"baseline"	16.15	14	41.58	770.2	34.77	1.09	33.68	8.09	18.05	25.98	7.45	264	42	4	46.46	92	28	83	85
"Cucurbita_palmata"	-115.402205	33.712519	"USA"	"baseline"	23.19	15.87	41.99	829.53	42.75	4.96	37.8	33.07	26.79	33.56	13.35	87	14	1	47.41	31	5	23	29
"Cucurbita_palmata"	-115.4045	33.7101	"USA"	"baseline"	23.19	15.87	41.99	829.53	42.75	4.96	37.8	33.07	26.79	33.56	13.35	87	14	1	47.41	31	5	23	29
"Cucurbita_palmata"	-115.40845	34.05634	"USA"	"baseline"	19.92	13.46	38.98	805.88	38.6	4.07	34.53	29.76	22.97	30.05	10.49	146	24	1	48.56	53	10	40	47
"Cucurbita_palmata"	-115.4219	33.5882	"USA"	"baseline"	19.81	14.69	42.84	760.8	38.62	4.32	34.3	11.04	22.44	29.43	11.04	150	23	1	48.47	52	10	38	52
"Cucurbita_palmata"	-115.451389	33.716111	"USA"	"baseline"	22.95	15.54	41.74	822.07	42.29	5.06	37.23	32.76	26.46	33.23	13.19	87	14	1	47.12	31	5	23	28
"Cucurbita_palmata"	-115.45177	34.11923	"USA"	"baseline"	20.97	14.68	40.7	815.96	40.22	4.14	36.08	30.86	24.19	31.23	11.37	121	21	1	49.19	46	8	35	36
"Cucurbita_palmata"	-115.45206	33.7152	"USA"	"baseline"	22.95	15.54	41.74	822.07	42.29	5.06	37.23	32.76	26.46	33.23	13.19	87	14	1	47.12	31	5	23	28
"Cucurbita_palmata"	-115.45206	33.7152	"USA"	"baseline"	22.95	15.54	41.74	822.07	42.29	5.06	37.23	32.76	26.46	33.23	13.19	87	14	1	47.12	31	5	23	28
"Cucurbita_palmata"	-115.46	31.308333	"MEX"	"baseline"	16.39	15.55	51.43	568.63	33.48	3.24	30.23	10.59	17.6	23.76	9.97	235	41	1	63.29	99	10	77	96
"Cucurbita_palmata"	-115.4818	35.167717	"USA"	"baseline"	16.5	14.05	40.18	804.92	35.7	0.73	34.97	8.25	18.76	26.7	7.27	221	36	3	47.43	77	22	72	71
"Cucurbita_palmata"	-115.4818	35.16772	"USA"	"baseline"	16.5	14.05	40.18	804.92	35.7	0.73	34.97	8.25	18.76	26.7	7.27	221	36	3	47.43	77	22	72	71
"Cucurbita_palmata"	-115.4875	35.46764	"USA"	"baseline"	16.46	14.1	38.94	835.45	36.11	-0.09	36.2	26.87	19.14	26.95	6.71	187	30	4	45.09	63	19	54	59
"Cucurbita_palmata"	-115.498883	32.678948	"USA"	"baseline"	22.3	16.71	46.11	747.51	41.14	4.91	36.23	28.64	24.71	31.68	13.53	69	11	0	54.39	27	3	22	26
"Cucurbita_palmata"	-115.498883	32.67895	"USA"	"baseline"	22.3	16.71	46.11	747.51	41.14	4.91	36.23	28.64	24.71	31.68	13.53	69	11	0	54.39	27	3	22	26
"Cucurbita_palmata"	-115.4989	32.679	"USA"	"baseline"	22.3	16.71	46.11	747.51	41.14	4.91	36.23	28.64	24.71	31.68	13.53	69	11	0	54.39	27	3	22	26
"Cucurbita_palmata"	-115.5	30.05	"MEX"	"baseline"	17.72	15.55	60.17	407.55	32.1	6.26	25.84	13.29	20.04	23.34	13.29	160	29	0	75.86	85	4	23	85
"Cucurbita_palmata"	-115.508333	31.308333	"MEX"	"baseline"	15.95	16.11	52.46	566.47	33.43	2.72	30.72	10.23	17.27	23.28	9.53	243	43	2	63.49	105	12	77	101
"Cucurbita_palmata"	-115.517617	35.177467	"USA"	"baseline"	17.36	14.73	41.14	811.01	36.91	1.11	35.8	9.08	19.72	27.59	8.03	200	33	3	48.17	70	19	67	63
"Cucurbita_palmata"	-115.517617	35.177467	"USA"	"baseline"	17.36	14.73	41.14	811.01	36.91	1.11	35.8	9.08	19.72	27.59	8.03	200	33	3	48.17	70	19	67	63
"Cucurbita_palmata"	-115.51762	35.17747	"USA"	"baseline"	17.36	14.73	41.14	811.01	36.91	1.11	35.8	9.08	19.72	27.59	8.03	200	33	3	48.17	70	19	67	63
"Cucurbita_palmata"	-115.527	35.14262	"USA"	"baseline"	17.91	14.81	40.98	820.75	37.56	1.42	36.15	9.56	20.42	28.2	8.42	192	31	3	46.99	67	19	64	61
"Cucurbita_palmata"	-115.53035	34.911217	"USA"	"baseline"	16.84	12.76	38.67	780.24	34.98	1.98	33	8.73	18.94	26.75	7.97	243	39	3	47.7	85	24	77	81
"Cucurbita_palmata"	-115.53035	34.91122	"USA"	"baseline"	16.84	12.76	38.67	780.24	34.98	1.98	33	8.73	18.94	26.75	7.97	243	39	3	47.7	85	24	77	81
"Cucurbita_palmata"	-115.53082	35.13639	"USA"	"baseline"	17.91	14.81	40.98	820.75	37.56	1.42	36.15	9.56	20.42	28.2	8.42	192	31	3	46.99	67	19	64	61
"Cucurbita_palmata"	-115.53082	35.13639	"USA"	"baseline"	17.91	14.81	40.98	820.75	37.56	1.42	36.15	9.56	20.42	28.2	8.42	192	31	3	46.99	67	19	64	61
"Cucurbita_palmata"	-115.55594	35.049935	"USA"	"baseline"	18.92	15.04	40.65	841.27	38.86	1.85	37.01	10.44	21.72	29.41	9.1	167	28	2	49.38	58	14	47	56
"Cucurbita_palmata"	-115.5614	33.2744	"USA"	"baseline"	22.86	14.87	43.39	738.01	40.82	6.54	34.28	15.68	25.77	31.94	14.07	70	11	0	55.75	30	3	12	30
"Cucurbita_palmata"	-115.566594	35.01789	"USA"	"baseline"	18.55	14.39	39.66	836.44	38.12	1.85	36.27	10.07	21.24	28.97	8.81	183	30	2	47.96	63	17	62	61
"Cucurbita_palmata"	-115.569439	32.847553	"USA"	"baseline"	22.83	17.63	46.9	751.91	42.19	4.6	37.6	13.98	25.56	32.16	13.98	74	11	1	54.48	31	4	13	31
"Cucurbita_palmata"	-115.569439	32.847553	"USA"	"baseline"	22.83	17.63	46.9	751.91	42.19	4.6	37.6	13.98	25.56	32.16	13.98	74	11	1	54.48	31	4	13	31
"Cucurbita_palmata"	-115.569439	32.847553	"USA"	"baseline"	22.83	17.63	46.9	751.91	42.19	4.6	37.6	13.98	25.56	32.16	13.98	74	11	1	54.48	31	4	13	31
"Cucurbita_palmata"	-115.569439	32.847553	"USA"	"baseline"	22.83	17.63	46.9	751.91	42.19	4.6	37.6	13.98	25.56	32.16	13.98	74	11	1	54.48	31	4	13	31
"Cucurbita_palmata"	-115.570911	34.970579	"USA"	"baseline"	17.03	13.26	38.29	816.02	35.83	1.2	34.63	8.64	19.37	27.32	7.62	235	37	3	47.85	84	23	74	80
"Cucurbita_palmata"	-115.584165	35.41665	"USA"	"baseline"	16.07	15.32	41.68	825.04	36.16	-0.6	36.75	7.7	18.47	26.48	6.51	198	32	4	44.9	66	21	65	62
"Cucurbita_palmata"	-115.584165	35.41665	"USA"	"baseline"	16.07	15.32	41.68	825.04	36.16	-0.6	36.75	7.7	18.47	26.48	6.51	198	32	4	44.9	66	21	65	62
"Cucurbita_palmata"	-115.584165	35.41665	"USA"	"baseline"	16.07	15.32	41.68	825.04	36.16	-0.6	36.75	7.7	18.47	26.48	6.51	198	32	4	44.9	66	21	65	62
"Cucurbita_palmata"	-115.584165	35.41665	"USA"	"baseline"	16.07	15.32	41.68	825.04	36.16	-0.6	36.75	7.7	18.47	26.48	6.51	198	32	4	44.9	66	21	65	62
"Cucurbita_palmata"	-115.597639	35.055	"USA"	"baseline"	19.59	15.83	41.42	855.54	40.05	1.83	38.22	11.08	22.61	30.26	9.55	140	24	2	49.4	49	12	40	46
"Cucurbita_palmata"	-115.597639	35.055	"USA"	"baseline"	19.59	15.83	41.42	855.54	40.05	1.83	38.22	11.08	22.61	30.26	9.55	140	24	2	49.4	49	12	40	46
"Cucurbita_palmata"	-115.608333	31.225	"MEX"	"baseline"	14.8	15.87	53.25	541.49	31.84	2.04	29.8	9.28	15.77	21.89	8.79	257	44	1	62.03	108	12	80	107
"Cucurbita_palmata"	-115.608333	31.225	"MEX"	"baseline"	14.8	15.87	53.25	541.49	31.84	2.04	29.8	9.28	15.77	21.89	8.79	257	44	1	62.03	108	12	80	107
"Cucurbita_palmata"	-115.608558	34.699587	"USA"	"baseline"	19.86	14.87	42.08	796.33	38.98	3.64	35.34	29.76	22.43	29.81	10.67	161	28	1	51.18	57	12	45	54
"Cucurbita_palmata"	-115.642348	34.56018	"USA"	"baseline"	22.77	16.26	42.27	842.17	42.83	4.37	38.46	32.92	26.17	33.24	12.8	85	15	1	49.33	33	6	25	27
"Cucurbita_palmata"	-115.64499	34.97063	"USA"	"baseline"	19.89	15.97	41	873.83	40.53	1.56	38.96	30.58	23.16	30.75	9.57	126	22	1	50.23	46	10	36	41
"Cucurbita_palmata"	-115.64499	34.97063	"USA"	"baseline"	19.89	15.97	41	873.83	40.53	1.56	38.96	30.58	23.16	30.75	9.57	126	22	1	50.23	46	10	36	41
"Cucurbita_palmata"	-115.647689	34.916833	"USA"	"baseline"	19.44	15.7	40.94	862.17	39.84	1.48	38.36	30.01	22.59	30.16	9.29	141	24	1	50.18	51	11	40	46
"Cucurbita_palmata"	-115.647689	34.916833	"USA"	"baseline"	19.44	15.7	40.94	862.17	39.84	1.48	38.36	30.01	22.59	30.16	9.29	141	24	1	50.18	51	11	40	46
"Cucurbita_palmata"	-115.64769	34.91683	"USA"	"baseline"	19.44	15.7	40.94	862.17	39.84	1.48	38.36	30.01	22.59	30.16	9.29	141	24	1	50.18	51	11	40	46
"Cucurbita_palmata"	-115.64769	34.91683	"USA"	"baseline"	19.44	15.7	40.94	862.17	39.84	1.48	38.36	30.01	22.59	30.16	9.29	141	24	1	50.18	51	11	40	46
"Cucurbita_palmata"	-115.651667	34.783611	"USA"	"baseline"	17.38	14.05	41.7	763.87	35.81	2.12	33.69	9.45	19.36	27.09	8.71	235	36	2	48.25	85	22	72	80
"Cucurbita_palmata"	-115.651667	34.783611	"USA"	"baseline"	17.38	14.05	41.7	763.87	35.81	2.12	33.69	9.45	19.36	27.09	8.71	235	36	2	48.25	85	22	72	80
"Cucurbita_palmata"	-115.65167	34.78361	"USA"	"baseline"	17.38	14.05	41.7	763.87	35.81	2.12	33.69	9.45	19.36	27.09	8.71	235	36	2	48.25	85	22	72	80
"Cucurbita_palmata"	-115.6525	34.8375	"USA"	"baseline"	17.71	14.07	39.53	820.33	37	1.4	35.6	9.43	20.38	27.94	8.18	191	31	2	47.72	66	17	63	63
"Cucurbita_palmata"	-115.653038	35.012389	"USA"	"baseline"	20.13	16.01	41.38	865.38	40.68	2	38.68	30.76	23.26	30.89	9.93	124	21	1	50.24	45	9	35	41
"Cucurbita_palmata"	-115.653965	35.012023	"USA"	"baseline"	20.13	16.01	41.38	865.38	40.68	2	38.68	30.76	23.26	30.89	9.93	124	21	1	50.24	45	9	35	41
"Cucurbita_palmata"	-115.654694	34.999057	"USA"	"baseline"	19.89	15.97	41	873.83	40.53	1.56	38.96	30.58	23.16	30.75	9.57	126	22	1	50.23	46	10	36	41
"Cucurbita_palmata"	-115.654694	34.999057	"USA"	"baseline"	19.89	15.97	41	873.83	40.53	1.56	38.96	30.58	23.16	30.75	9.57	126	22	1	50.23	46	10	36	41
"Cucurbita_palmata"	-115.6604	34.609578	"USA"	"baseline"	22.14	15.68	41.97	828.92	41.86	4.5	37.36	32.2	25.32	32.46	12.37	96	18	1	53.39	39	6	30	31
"Cucurbita_palmata"	-115.66333	34.61833	"USA"	"baseline"	22.14	15.68	41.97	828.92	41.86	4.5	37.36	32.2	25.32	32.46	12.37	96	18	1	53.39	39	6	30	31
"Cucurbita_palmata"	-115.663333	34.618333	"USA"	"baseline"	22.14	15.68	41.97	828.92	41.86	4.5	37.36	32.2	25.32	32.46	12.37	96	18	1	53.39	39	6	30	31
"Cucurbita_palmata"	-115.663333	34.618333	"USA"	"baseline"	22.14	15.68	41.97	828.92	41.86	4.5	37.36	32.2	25.32	32.46	12.37	96	18	1	53.39	39	6	30	31
"Cucurbita_palmata"	-115.663333	34.618333	"USA"	"baseline"	22.14	15.68	41.97	828.92	41.86	4.5	37.36	32.2	25.32	32.46	12.37	96	18	1	53.39	39	6	30	31
"Cucurbita_palmata"	-115.663333	34.618333	"USA"	"baseline"	22.14	15.68	41.97	828.92	41.86	4.5	37.36	32.2	25.32	32.46	12.37	96	18	1	53.39	39	6	30	31
"Cucurbita_palmata"	-115.663333	34.618333	"USA"	"baseline"	22.14	15.68	41.97	828.92	41.86	4.5	37.36	32.2	25.32	32.46	12.37	96	18	1	53.39	39	6	30	31
"Cucurbita_palmata"	-115.67475	34.620667	"USA"	"baseline"	21.86	15.36	42.16	814.49	41.31	4.87	36.44	31.82	24.81	32.01	12.33	112	20	1	50.93	43	8	33	37
"Cucurbita_palmata"	-115.675	34.675	"USA"	"baseline"	20.2	15.95	43.22	804.12	39.94	3.04	36.9	30.16	22.94	30.27	10.88	137	24	1	49.22	51	11	40	42
"Cucurbita_palmata"	-115.6754	35.03927	"USA"	"baseline"	20.2	15.8	41.48	853.65	40.46	2.37	38.09	30.73	23.19	30.8	10.16	122	21	1	50.49	44	9	35	41
"Cucurbita_palmata"	-115.675533	34.728813	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.675533	34.728813	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.68	34.74	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.68	34.74	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.68	34.74	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.68333	34.73833	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.683333	34.738333	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.683333	34.738333	"USA"	"baseline"	19.01	15.38	43.13	785.18	38.3	2.63	35.66	11.01	21.4	28.85	9.99	177	29	2	47.75	61	16	60	57
"Cucurbita_palmata"	-115.684733	34.759617	"USA"	"baseline"	16.53	13.95	42.1	747.95	34.76	1.64	33.13	8.71	18.28	26.1	8.12	276	39	3	47.14	102	28	78	96
"Cucurbita_palmata"	-115.6884	35.4662	"USA"	"baseline"	16.95	15.78	41.65	843.98	37.37	-0.5	37.88	8.5	19.7	27.47	7.06	170	27	3	44.88	57	18	48	55
"Cucurbita_palmata"	-115.70833	34.27167	"USA"	"baseline"	21.04	15.24	41.3	817.8	40.7	3.8	36.9	30.93	24.31	31.29	11.41	106	19	1	50.54	42	7	32	32
"Cucurbita_palmata"	-115.708333	34.271667	"USA"	"baseline"	21.04	15.24	41.3	817.8	40.7	3.8	36.9	30.93	24.31	31.29	11.41	106	19	1	50.54	42	7	32	32
"Cucurbita_palmata"	-115.708333	34.271667	"USA"	"baseline"	21.04	15.24	41.3	817.8	40.7	3.8	36.9	30.93	24.31	31.29	11.41	106	19	1	50.54	42	7	32	32
"Cucurbita_palmata"	-115.708333	34.271667	"USA"	"baseline"	21.04	15.24	41.3	817.8	40.7	3.8	36.9	30.93	24.31	31.29	11.41	106	19	1	50.54	42	7	32	32
"Cucurbita_palmata"	-115.708333	34.271667	"USA"	"baseline"	21.04	15.24	41.3	817.8	40.7	3.8	36.9	30.93	24.31	31.29	11.41	106	19	1	50.54	42	7	32	32
"Cucurbita_palmata"	-115.716257	35.567311	"USA"	"baseline"	17.54	16.53	42.23	856.94	38.54	-0.62	39.16	9.08	20.61	28.28	7.45	148	22	3	43.65	52	15	40	49
"Cucurbita_palmata"	-115.716257	35.567311	"USA"	"baseline"	17.54	16.53	42.23	856.94	38.54	-0.62	39.16	9.08	20.61	28.28	7.45	148	22	3	43.65	52	15	40	49
"Cucurbita_palmata"	-115.7184	33.6895	"USA"	"baseline"	19.92	16.16	44.7	759.43	39.53	3.37	36.16	11.12	22.62	29.51	11.12	133	19	1	48.57	48	8	31	48
"Cucurbita_palmata"	-115.71981	30.063799	"MEX"	"baseline"	17.03	12.56	62.95	286.56	27.24	7.28	19.96	13.94	18.24	21	13.94	179	35	0	89.99	104	3	11	104
"Cucurbita_palmata"	-115.7201	34.8917	"USA"	"baseline"	19.28	16.08	41.65	856.31	39.74	1.14	38.6	29.79	22.36	29.91	9.18	137	24	1	51.33	51	11	40	41
"Cucurbita_palmata"	-115.7201	34.8917	"USA"	"baseline"	19.28	16.08	41.65	856.31	39.74	1.14	38.6	29.79	22.36	29.91	9.18	137	24	1	51.33	51	11	40	41
"Cucurbita_palmata"	-115.720972	33.855333	"USA"	"baseline"	20.37	17.4	45.18	793.72	40.95	2.42	38.52	30.05	23.46	30.39	11.11	126	19	1	47.12	43	8	32	42
"Cucurbita_palmata"	-115.72293	34.2271	"USA"	"baseline"	20.45	15.74	42.92	794.93	40.2	3.54	36.67	30.16	23.43	30.44	11.17	129	22	1	48.97	48	9	37	41
"Cucurbita_palmata"	-115.733887	35.14666	"USA"	"baseline"	17.47	15.09	41.17	828.71	37.34	0.68	36.66	9.08	19.99	27.87	7.86	190	30	3	46.35	66	19	61	64
"Cucurbita_palmata"	-115.73389	35.14666	"USA"	"baseline"	17.47	15.09	41.17	828.71	37.34	0.68	36.66	9.08	19.99	27.87	7.86	190	30	3	46.35	66	19	61	64
"Cucurbita_palmata"	-115.736418	33.857658	"USA"	"baseline"	20.37	17.4	45.18	793.72	40.95	2.42	38.52	30.05	23.46	30.39	11.11	126	19	1	47.12	43	8	32	42
"Cucurbita_palmata"	-115.744113	34.774701	"USA"	"baseline"	16.91	14.13	41.83	763.79	35.45	1.67	33.78	8.96	18.84	26.63	8.26	260	37	3	46.13	95	27	75	90
"Cucurbita_palmata"	-115.748642	33.851094	"USA"	"baseline"	20.37	17.4	45.18	793.72	40.95	2.42	38.52	30.05	23.46	30.39	11.11	126	19	1	47.12	43	8	32	42
"Cucurbita_palmata"	-115.748642	33.851094	"USA"	"baseline"	20.37	17.4	45.18	793.72	40.95	2.42	38.52	30.05	23.46	30.39	11.11	126	19	1	47.12	43	8	32	42
"Cucurbita_palmata"	-115.749	34.038	"USA"	"baseline"	20.61	16.05	43.03	805.47	40.71	3.41	37.3	30.38	23.81	30.74	11.18	119	20	1	51.59	44	6	34	40
"Cucurbita_palmata"	-115.749	34.038	"USA"	"baseline"	20.61	16.05	43.03	805.47	40.71	3.41	37.3	30.38	23.81	30.74	11.18	119	20	1	51.59	44	6	34	40
"Cucurbita_palmata"	-115.757972	34.165361	"USA"	"baseline"	21.51	17.38	43.24	847.86	42.53	2.33	40.2	31.56	25.28	32.09	11.43	89	16	1	49.24	35	6	27	27
"Cucurbita_palmata"	-115.765686	33.817948	"USA"	"baseline"	19.16	16.57	44.59	780.05	39.32	2.16	37.16	10.1	22.03	29	10.1	159	22	1	47.79	57	10	37	57
"Cucurbita_palmata"	-115.775	32.091667	"MEX"	"baseline"	17.61	12.62	46.87	554.34	32.03	5.11	26.92	12	22.1	24.75	11.25	230	51	1	76.58	122	12	27	118
"Cucurbita_palmata"	-115.77639	33.805557	"USA"	"baseline"	19.16	16.57	44.59	780.05	39.32	2.16	37.16	10.1	22.03	29	10.1	159	22	1	47.79	57	10	37	57
"Cucurbita_palmata"	-115.78	34.446111	"USA"	"baseline"	22.75	16.29	42.45	837.31	43.02	4.65	38.37	32.82	26.23	33.23	12.89	81	14	0	53.66	32	4	23	28
"Cucurbita_palmata"	-115.78	34.446111	"USA"	"baseline"	22.75	16.29	42.45	837.31	43.02	4.65	38.37	32.82	26.23	33.23	12.89	81	14	0	53.66	32	4	23	28
"Cucurbita_palmata"	-115.78	34.44611	"USA"	"baseline"	22.75	16.29	42.45	837.31	43.02	4.65	38.37	32.82	26.23	33.23	12.89	81	14	0	53.66	32	4	23	28
"Cucurbita_palmata"	-115.8	32.15	"MEX"	"baseline"	15.64	12.61	45.43	580.18	31.15	3.39	27.76	9.79	16.85	23.18	9.16	262	43	1	61.71	121	18	55	117
"Cucurbita_palmata"	-115.808556	33.672333	"USA"	"baseline"	20.43	16.85	45.67	758.42	40.34	3.46	36.88	11.63	23.13	30	11.63	127	17	1	47.49	47	8	28	47
"Cucurbita_palmata"	-115.8095	33.7357	"USA"	"baseline"	18.49	16.51	45.7	749.72	38.33	2.2	36.13	9.87	20.99	27.99	9.87	182	25	1	48.76	69	13	38	69
"Cucurbita_palmata"	-115.809502	33.735699	"USA"	"baseline"	18.49	16.51	45.7	749.72	38.33	2.2	36.13	9.87	20.99	27.99	9.87	182	25	1	48.76	69	13	38	69
"Cucurbita_palmata"	-115.814571	35.232457	"USA"	"baseline"	18.56	15.43	41.34	839.53	38.68	1.34	37.34	10.09	21.23	29.02	8.75	153	24	2	47.25	54	14	50	53
"Cucurbita_palmata"	-115.85	33.9	"USA"	"baseline"	20.69	17.13	44.79	792.65	41.18	2.93	38.24	11.4	23.81	30.64	11.4	120	18	1	49.03	43	7	30	43
"Cucurbita_palmata"	-115.85	33.9	"USA"	"baseline"	20.69	17.13	44.79	792.65	41.18	2.93	38.24	11.4	23.81	30.64	11.4	120	18	1	49.03	43	7	30	43
"Cucurbita_palmata"	-115.8701	35.204864	"USA"	"baseline"	19.5	15.81	41.02	865.72	40.05	1.52	38.53	9.29	22.54	30.23	9.29	125	20	2	47.16	44	11	35	44
"Cucurbita_palmata"	-115.87805	35.22034	"USA"	"baseline"	20.44	16.56	41.66	879.85	41.42	1.68	39.74	11.77	23.64	31.29	10	104	17	1	49.19	38	8	28	36
"Cucurbita_palmata"	-115.87805	35.22034	"USA"	"baseline"	20.44	16.56	41.66	879.85	41.42	1.68	39.74	11.77	23.64	31.29	10	104	17	1	49.19	38	8	28	36
"Cucurbita_palmata"	-115.89769	32.67883	"USA"	"baseline"	22.02	17.43	48.91	690.25	40.84	5.21	35.63	14.03	27.87	30.79	14.03	92	19	1	62.88	45	7	15	45
"Cucurbita_palmata"	-115.9	33.625	"USA"	"baseline"	22.45	16.98	46.33	747.61	41.87	5.24	36.64	13.67	25.09	31.75	13.67	98	16	1	50.92	40	6	19	40
"Cucurbita_palmata"	-115.90619	33.09596	"USA"	"baseline"	23.37	18.4	47.94	749.04	43.12	4.74	38.38	16.11	26.1	32.57	14.48	80	16	1	64.46	40	4	15	39
"Cucurbita_palmata"	-115.9064	33.6264	"USA"	"baseline"	22.19	17.37	46.27	760.01	42.02	4.48	37.54	13.26	24.96	31.67	13.26	100	16	1	50.53	40	6	21	40
"Cucurbita_palmata"	-115.906403	33.6264	"USA"	"baseline"	22.19	17.37	46.27	760.01	42.02	4.48	37.54	13.26	24.96	31.67	13.26	100	16	1	50.53	40	6	21	40
"Cucurbita_palmata"	-115.911758	33.927469	"USA"	"baseline"	20.71	17.13	45.4	774.44	40.99	3.26	37.73	11.67	23.63	30.45	11.67	124	18	1	47.79	44	8	31	44
"Cucurbita_palmata"	-115.92824	33.80232	"USA"	"baseline"	17.4	16.22	45.8	738.46	37.08	1.67	35.41	8.95	19.76	26.74	8.95	237	34	1	51.09	95	19	43	95
"Cucurbita_palmata"	-115.961723	35.794702	"USA"	"baseline"	17.04	15.38	40.82	838.21	37.37	-0.31	37.68	7.14	20.08	27.53	7.14	139	19	3	43.46	52	15	34	52
"Cucurbita_palmata"	-115.961723	35.794702	"USA"	"baseline"	17.04	15.38	40.82	838.21	37.37	-0.31	37.68	7.14	20.08	27.53	7.14	139	19	3	43.46	52	15	34	52
"Cucurbita_palmata"	-115.961895	35.794118	"USA"	"baseline"	17.04	15.38	40.82	838.21	37.37	-0.31	37.68	7.14	20.08	27.53	7.14	139	19	3	43.46	52	15	34	52
"Cucurbita_palmata"	-115.966667	33.683333	"USA"	"baseline"	20.86	16.84	46.7	731.99	40.38	4.32	36.06	12.37	23.22	30.04	12.37	133	20	1	49.71	53	9	26	53
"Cucurbita_palmata"	-115.966667	33.683333	"USA"	"baseline"	20.86	16.84	46.7	731.99	40.38	4.32	36.06	12.37	23.22	30.04	12.37	133	20	1	49.71	53	9	26	53
"Cucurbita_palmata"	-115.967512	32.738671	"USA"	"baseline"	22.2	17.43	49.2	682.89	41.01	5.58	35.43	14.31	27.91	30.91	14.31	104	21	1	66.65	53	7	15	53
"Cucurbita_palmata"	-115.9723	35.8013	"USA"	"baseline"	17.04	15.38	40.82	838.21	37.37	-0.31	37.68	7.14	20.08	27.53	7.14	139	19	3	43.46	52	15	34	52
"Cucurbita_palmata"	-115.97924	32.74598	"USA"	"baseline"	22.2	17.43	49.2	682.89	41.01	5.58	35.43	14.31	27.91	30.91	14.31	104	21	1	66.65	53	7	15	53
"Cucurbita_palmata"	-115.97924	32.74598	"USA"	"baseline"	22.2	17.43	49.2	682.89	41.01	5.58	35.43	14.31	27.91	30.91	14.31	104	21	1	66.65	53	7	15	53
"Cucurbita_palmata"	-115.984626	32.74975	"USA"	"baseline"	22.2	17.43	49.2	682.89	41.01	5.58	35.43	14.31	27.91	30.91	14.31	104	21	1	66.65	53	7	15	53
"Cucurbita_palmata"	-115.991667	32.625	"USA"	"baseline"	20.58	15.88	47.97	661.66	38.42	5.32	33.1	13.94	26.02	29.08	12.99	144	30	1	72.23	75	7	18	74
"Cucurbita_palmata"	-115.992655	34.720941	"USA"	"baseline"	20.37	16.49	43.71	817.2	40.65	2.93	37.72	30.43	23.24	30.55	10.83	121	21	1	53.09	45	8	35	43
"Cucurbita_palmata"	-116.018775	33.959983	"USA"	"baseline"	17.25	16.92	46.94	735.33	37.22	1.18	36.04	9.77	19.57	26.54	8.85	248	34	1	50.23	98	21	43	98
"Cucurbita_palmata"	-116.019552	34.011164	"USA"	"baseline"	17.06	16.43	45.62	749.34	37	0.98	36.02	8.46	19.54	26.52	8.46	240	34	1	51.57	97	19	44	97
"Cucurbita_palmata"	-116.0344	33.3829	"USA"	"baseline"	22.44	14.15	43.27	685.96	39.46	6.75	32.71	15.43	24.75	30.92	14.15	80	17	1	69.09	42	4	15	41
"Cucurbita_palmata"	-116.035402	34.06916	"USA"	"baseline"	18.13	16.36	44.62	768.42	38.26	1.6	36.66	9.22	20.9	27.81	9.22	186	26	1	48.52	72	14	39	72
"Cucurbita_palmata"	-116.035751	34.072187	"USA"	"baseline"	18.13	16.36	44.62	768.42	38.26	1.6	36.66	9.22	20.9	27.81	9.22	186	26	1	48.52	72	14	39	72
"Cucurbita_palmata"	-116.03999	34.12852	"USA"	"baseline"	20.17	17.72	45.01	802.18	41.18	1.82	39.36	29.81	23.51	30.23	10.72	116	19	0	49.66	43	7	32	38
"Cucurbita_palmata"	-116.0408	33.34	"USA"	"baseline"	23.02	16.41	45.77	737.01	41.72	5.88	35.84	15.68	25.68	32.05	14.14	83	17	1	67.8	43	4	15	42
